id,title,authors,year,venue,url,abstract
z4UNq0g8sd,Response to Weakness 3,,2024,,https://openreview.net/forum?id=fMUggopCYI,
YJvq5YcvB4,,,2025,,https://openreview.net/forum?id=7oxC9rrM4X,
dysh6ORiEn,Rebuttal- Weaknesses (W6),,2025,,https://openreview.net/forum?id=I6lEri0e2K,
RsrWQRBi2J,Rebuttal- Weaknesses (W3),,2025,,https://openreview.net/forum?id=I6lEri0e2K,
Gclfjxtap4,,,2025,,https://openreview.net/forum?id=5y8R8XSHkG,
WEVa6FFF86,,,2023,,https://openreview.net/forum?id=XKeSauhUdJ,
aestmRt3je,TESS: Text-to-Text Self-Conditioned Simplex Diffusion,Rabeeh Karimi mahabadi; Hamish Ivison; Jaesung Tae; James Henderson; Iz Beltagy; Matthew E Peters,2025,EACL,https://openreview.net/forum?id=aestmRt3je,"Diffusion models have emerged as a powerful paradigm for generation, obtaining strong performance in various continuous domains. However, applying continuous diffusion models to natural language remains challenging due to its discrete nature and the need for a large number of diffusion steps to generate text, making diffusion-based generation expensive. In this work, we propose Text-to-text Selfconditioned Simplex Diffusion (TESS), a text diffusion model that is fully non-autoregressive, employs a new form of self-conditioning, and applies the diffusion process on the logit simplex space rather than the learned embedding space. Through extensive experiments on natural language understanding and generation tasks including summarization, text simplification, paraphrase generation, and question generation, we demonstrate that TESS outperforms state-of-the-art non-autoregressive models, requires fewer diffusion steps with minimal drop in performance, and is competitive with pretrained autoregressive sequence-to-sequence models. We publicly release our codebase"
B1q9axrQMw,TESS: Text-to-Text Self-Conditioned Simplex Diffusion,Jaesung Tae; Hamish Ivison; Arman Cohan,2024,EACL 2024,https://openreview.net/forum?id=B1q9axrQMw,"Diffusion models have emerged as a powerful paradigm for generation, obtaining strong performance in various continuous domains. However, applying continuous diffusion models to natural language remains challenging due to its discrete nature and the need for a large number of diffusion steps to generate text, making diffusion-based generation expensive. In this work, we propose Text-to-text Self-conditioned Simplex Diffusion (TESS), a text diffusion model that is fully non-autoregressive, employs a new form of self-conditioning, and applies the diffusion process on the logit simplex space rather than the learned embedding space. Through extensive experiments on natural language understanding and generation tasks including summarization, text simplification, paraphrase generation, and question generation, we demonstrate that TESS outperforms state-of-the-art non-autoregressive models, requires fewer diffusion steps with minimal drop in performance, and is competitive with pretrained autoregressive sequence-to-sequence models. We publicly release our codebase at this https URL."
2jJkXlHYUS,,,2026,,https://openreview.net/forum?id=5y8R8XSHkG,
eEOEpTtV8E,,,2025,,https://openreview.net/forum?id=Jp988ELppQ,
QhXV6RDQ11,Guess the unified model: Domain and Linguistic Effects in Generated Images,Jasin Cekinmez; Ryo Mitsuhashi; Yida Yin,2026,ICLR 2026 Workshop DATA-FM,https://openreview.net/forum?id=QhXV6RDQ11,"With unified model-generated images now widespread online, attributing their model of origin offers a path toward transparency and deeper insight into the characteristic behaviors of individual models. Prior work has explored provenance in LLM generated text, diffusion model images, and datasets, but the separability of unified model-generated images remains an underexplored area. We address this gap by examining separability across corruption, domains, and prompt languages using images generated by seven unified models. We show that model attribution is highly feasible as our model achieves near-perfect accuracy with around 20K images per model. Corruptions and structural perturbations have only a modest effect on attribution performance, and cross-domain generalization reveals that semantic content contributes to separability but is not the dominant signal. Finally, we observe that for most models, prompt language attribution is around chance levels, suggesting minimal language specific visual signatures. These findings highlight consistent model-specific visual characteristics in unified models outputs and open new directions for tracing, auditing, and securing generative image pipelines."
j1tSLYKwg8,Scaling Diffusion Language Models via Adaptation from Autoregressive Models,Shansan Gong; Shivam Agarwal; Yizhe Zhang; Jiacheng Ye; Lin Zheng; Mukai Li; Chenxin An; Peilin Zhao; Wei Bi; Jiawei Han; Hao Peng; Lingpeng Kong,2024,ICLR 2025 Poster,https://openreview.net/forum?id=j1tSLYKwg8,"Diffusion Language Models (DLMs) have emerged as a promising new paradigm for text generative modeling, potentially addressing limitations of autoregressive (AR) models. However, current DLMs have been studied at a smaller scale compared to their AR counterparts and lack fair comparison on language modeling benchmarks. Additionally, training diffusion models from scratch at scale remains challenging. Given the prevalence of open-source AR language models, we propose adapting these models to build text diffusion models. We demonstrate connections between AR and diffusion modeling objectives and introduce a simple continual pre-training approach for training diffusion models. Through systematic evaluation on language modeling, reasoning, and commonsense benchmarks, we show that we can convert AR models ranging from 127M to 7B parameters (GPT2 and LLaMA) into diffusion models DiffuGPT and DiffuLLaMA, using less than 200B tokens for training. Our experimental results reveal that these models outperform earlier DLMs and are competitive with their AR counterparts. We release a suite of DLMs (127M-355M-7B) capable of generating fluent text, performing in-context learning, filling in the middle without prompt re-ordering, and following instructions."
pOtJ4nHO0Z,Diffusion Guided Language Modeling,Justin Lovelace; Varsha Kishore; Yiwei Chen; Kilian Q Weinberger,2025,ACL 2024,https://openreview.net/forum?id=pOtJ4nHO0Z,"Current language models demonstrate remarkable proficiency in text generation. However, for many applications it is desirable to control attributes, such as sentiment, or toxicity, of the generated language---ideally tailored towards each specific use case and target audience. For auto-regressive language models, existing guidance methods are prone to decoding errors that cascade during generation and degrade performance. In contrast, text diffusion models can easily be guided with, for example, a simple linear sentiment classifier---however they do suffer from significantly higher perplexity than auto-regressive alternatives. In this paper we use a guided diffusion model to produce a latent proposal that steers an auto-regressive language model to generate text with desired properties. Our model inherits the unmatched fluency of the auto-regressive approach and the plug-and-play flexibility of diffusion. We show that it outperforms previous plug-and-play guidance methods across a wide range of benchmark data sets. Further, controlling a new attribute in our framework is reduced to training a single logistic regression classifier."
u08UxVNdIo,Diffusion Attacker: Diffusion-Driven Prompt Manipulation for LLM Jailbreak,Hao Wang; Hao Li; Junda Zhu; Xinyuan Wang; Chengwei Pan; Minlie Huang; Lei Sha,2024,ICLR 2025 Conference Withdrawn Submission,https://openreview.net/forum?id=u08UxVNdIo,"Large Language Models can generate harmful content when prompted with carefully crafted inputs, a vulnerability known as LLM jailbreaking. As LLMs become more powerful, studying jailbreaking becomes a critical aspect of enhancing security and human value alignment. Currently, jailbreak is usually implemented by adding suffixes or using prompt templates, which suffers from low attack diversity. Inspired by diffusion models, this paper introduces the DiffusionAttacker, an end-to-end generative method for jailbreak rewriting. Our approach employs a seq2seq text diffusion model as a generator, conditioning on the original prompt and guiding the denoising process with a novel attack loss. This method preserves the semantic content of the original prompt while producing harmful content. Additionally, we leverage the Gumbel-Softmax technique to make the sampling process from the output distribution of the diffusion model differentiable, thereby eliminating the need for an iterative token search. Through extensive experiments on the Advbench and Harmbench, we show that DiffusionAttacker outperforms previous methods in various evaluation indicators including attack success rate (ASR), fluency, and diversity."
qDxQYTGn9X,Diffusion Guided Language Modeling,Justin Lovelace; Varsha Kishore; Yiwei Chen; Kilian Q. Weinberger,2024,ACL (Findings) 2024,https://openreview.net/forum?id=qDxQYTGn9X,"Current language models demonstrate remarkable proficiency in text generation. However, for many applications it is desirable to control attributes, such as sentiment, or toxicity, of the generated language—ideally tailored towards each specific use case and target audience. For auto-regressive language models, existing guidance methods are prone to decoding errors that cascade during generation and degrade performance. In contrast, text diffusion models can easily be guided with, for example, a simple linear sentiment classifier—however they do suffer from significantly higher perplexity than auto-regressive alternatives. In this paper we use a guided diffusion model to produce a latent proposal that steers an auto-regressive language model to generate text with desired properties. Our model inherits the unmatched fluency of the auto-regressive approach and the plug-and-play flexibility of diffusion. We show that it outperforms previous plug-and-play guidance methods across a wide range of benchmark data sets. Further, controlling a new attribute in our framework is reduced to training a single logistic regression classifier."
j9q7lurl7T,Lang2Mol-Diff: A Diffusion-Based Generative Model for Language-to-Molecule Translation Leveraging SELFIES Representation,Nguyen Doan Hieu Nguyen; Nhat Truong Pham; Duong Thanh Tran; Balachandran Manavalan,2024,Language and Molecules ACL 2024 Poster,https://openreview.net/forum?id=j9q7lurl7T,"Generating de novo molecules from textual descriptions is challenging due to potential issues with molecule validity in SMILES representation and limitations of autoregressive models. This work introduces Lang2Mol-Diff, a diffusion-based language-to-molecule generative model using the SELFIES representation. Specifically, Lang2Mol-Diff leverages the strengths of two state-of-the-art molecular generative models: BioT5 and TGM-DLM. By employing BioT5 to tokenize the SELFIES representation, Lang2Mol-Diff addresses the validity issues associated with SMILES strings. Additionally, it incorporates a text diffusion mechanism from TGM-DLM to overcome the limitations of autoregressive models in this domain. To the best of our knowledge, this is the first study to leverage the diffusion mechanism for text-based de novo molecule generation using the SELFIES molecular string representation. Performance evaluation on the L+M-24 benchmark dataset shows that Lang2Mol-Diff outperforms all existing methods for molecule generation in terms of validity. Our code and pre-processed data are available at https://github.com/nhattruongpham/mol-lang-bridge/tree/lang2mol/."
LkXnpMyDRV,,,2025,,https://openreview.net/forum?id=Pm50n1szgP,
MSQQ0krvgw,,,2025,,https://openreview.net/forum?id=vx6bPQWpmL,
3eyzZScSkk,,,2025,,https://openreview.net/forum?id=5y8R8XSHkG,
JWZCPHoHRa,,,2025,,https://openreview.net/forum?id=5y8R8XSHkG,
3QDKW4PvK2,,,2023,,https://openreview.net/forum?id=1pTlvxIfuV,
Kdo4XFzs1o,,,2025,,https://openreview.net/forum?id=Jhx82FkPXe,
BJpLv8KHOw,,,2023,,https://openreview.net/forum?id=awWpHnEJDw,
1iSnpztjbD,"Compositional Discrete Latent Code for High Fidelity, Productive Diffusion Models",Samuel Lavoie; Michael Noukhovitch; Aaron Courville,2025,NeurIPS 2025 poster,https://openreview.net/forum?id=1iSnpztjbD,"We argue that diffusion models' success in modeling complex distributions is, for the most part, coming from their conditioning. This paper investigates the representation used to condition diffusion models from the perspective that ideal representations should improve modeling the data distribution, be easy to generate, and be compositional to allow generalizing outside the training distribution. We introduce Discrete Latent Code (DLC), an image representation derived from Simplicial Embeddings trained with a self-supervised learning objective. DLCs are sequences of discrete tokens, as opposed to the standard continuous image embeddings. They are easy to generate and their compositionality enables sampling of novel images beyond the training distribution.
Diffusion models trained with DLCs
improve generation fidelity, establishing a new state-of-the-art for unconditional image generation on ImageNet. Additionally, we show that composing DLCs allows the image generator to produce interesting out-of-distribution samples that coherently combine the semantics of images in diverse ways.
Finally, we showcase how DLCs can enable text-to-image generation by leveraging large-scale pretrained language models. Using only 9M image-caption pairs, 
we efficiently finetune a text diffusion model to generate novel DLCs that produces samples outside of the data distribution used to train the image generator."
NOjCofhRmw,Response to Reviewer haAb (Continued),,2025,,https://openreview.net/forum?id=JCujsFnDS7,
sjzXJ8ICQ5,,,2025,,https://openreview.net/forum?id=Ic2A2gCseC,
XkyQZ2mXL8,,,2025,,https://openreview.net/forum?id=Dc87RptUvg,
gNzIlq9fp3,Comment on the rotated MNIST experiment,,2024,,https://openreview.net/forum?id=IARgA4HqjJ,
Jp988ELppQ,A General Framework for Inference-time Scaling and Steering of Diffusion Models,Raghav Singhal; Zachary Horvitz; Ryan Teehan; Mengye Ren; Zhou Yu; Kathleen McKeown; Rajesh Ranganath,2025,ICML 2025 poster,https://openreview.net/forum?id=Jp988ELppQ,"Diffusion models have demonstrated remarkable performance in generative modeling, but generating samples with specific desiderata remains challenging. Existing solutions --- such as fine-tuning,  best-of-n sampling, and gradient-based guidance --- are expensive, inefficient, or limited in applicability. In this work, we propose FK steering, a framework for inference-time steering diffusion models with reward functions. In this work, we introduce FK steering, which applies Feynman-Kac interacting particle systems to the inference-time steering of diffusion models with arbitrary reward functions. FK steering works by generating multiple trajectories, called particles, and resampling particles at intermediate steps based on scores computed using functions called potentials. Potentials are defined using rewards for intermediate states and are chosen such that a high score indicates the particle will yield a high-reward sample. We explore various choices of potentials, rewards, and samplers. Steering text-to-image models with a human preference reward, we find that FK steering outperforms fine-tuned models with just 2 particles. Moreover, FK steering a 0.8B parameter model outperforms a 2.6B model, achieving state-of-the-art performance on prompt fidelity. We also steer text diffusion models with rewards for text quality and rare attributes such as toxicity, and find that FK steering generates lower perplexity text and enables gradient-free control.  Overall, inference-time scaling and steering of diffusion models, even training-free, provides significant quality and controllability benefits. Code available [here](https://github.com/zacharyhorvitz/FK-Diffusion-Steering)."
NxUY7vGw2l,,,2025,,https://openreview.net/forum?id=JCujsFnDS7,
qERg4nZ8LJ,,,2024,,https://openreview.net/forum?id=j1tSLYKwg8,
lPX3gohpGe,,,2023,,https://openreview.net/forum?id=SLwy8UVS8Y,
lebcl9l6H4,Ukex answer,,2023,,https://openreview.net/forum?id=qiOqgphnVL,
JODZEyt0Gx,,,2023,,https://openreview.net/forum?id=NKdtztladR,
XPcyoIjPab,,,2024,,https://openreview.net/forum?id=tQyh0gnfqW,
MOrxSsikJl,,,2023,,https://openreview.net/forum?id=0EG6qUQ4xE,
GKHeUQnoeq,"Summary of Contributions, Revisions, and Response to Concerns",,2025,,https://openreview.net/forum?id=foWHXC8MeT,
fi3FsW3t9E,Our Response (2/2),,2025,,https://openreview.net/forum?id=Pm50n1szgP,
MnWonNy0tW,,,2025,,https://openreview.net/forum?id=7Sph4KyeYO,
saU6Tt4bc3,,,2025,,https://openreview.net/forum?id=FrXTQED0Nt,
8CqK2dOBrp,Overall Response,,2023,,https://openreview.net/forum?id=71mqtQdKB9,
DybMuAQ9tO,,,2025,,https://openreview.net/forum?id=1bKvM7Ay9G,
qdOX5onXRT,,,2025,,https://openreview.net/forum?id=Y6NULorfY2,
hcpxeL0JDu,,,2025,,https://openreview.net/forum?id=roYDAg8Hve,
bFxLP78hzR,,,2024,,https://openreview.net/forum?id=1qbZekXGrp,
2ehmZha3eE,,,2025,,https://openreview.net/forum?id=Q1CP0iAmOb,
jKtyrnoHF3,Rebuttal for Reviewer enNh (Questions),,2025,,https://openreview.net/forum?id=ZYuPaFsqsS,
nscNTgVvmk,,,2025,,https://openreview.net/forum?id=qhd0qv6L0k,
j7yUisaMYb,Further Discussion (1/2),,2025,,https://openreview.net/forum?id=gra9XQLf2i,
DivemuR5TV,,,2025,,https://openreview.net/forum?id=qsaZxgKAtk,
CbzDuGYpkG,,,2025,,https://openreview.net/forum?id=h06nffFJqi,
ti4YFIZbmW,,,2024,,https://openreview.net/forum?id=QyNN5n37nK,
eZLXil1wG2,,,2024,,https://openreview.net/forum?id=ciSW6Jczvo,
T99hEZAIRO,,,2025,,https://openreview.net/forum?id=ix9C0Xqygb,
T0ui6XGk75,Continuing Section 5,,2025,,https://openreview.net/forum?id=JCujsFnDS7,
es9rqV0E0k,Response to Reviewer tiwf (Continued),,2025,,https://openreview.net/forum?id=JCujsFnDS7,
XDyjx4fcqv,,,2025,,https://openreview.net/forum?id=ObXB7KJn0B,
55VgYRQKh7,,,2024,,https://openreview.net/forum?id=JD6j7XSluo,
TMY1qtQJRJ,,,2025,,https://openreview.net/forum?id=ObXB7KJn0B,
LbPrhZVSoa,Official Comment by Authors. Part 1,,2025,,https://openreview.net/forum?id=tVJIKd6CLF,
OgEUYiN1Hd,,,2025,,https://openreview.net/forum?id=5y8R8XSHkG,
Q26DZ5SLns,,,2025,,https://openreview.net/forum?id=Xa9E195Eym,
xwNfY2vzU0,,,2025,,https://openreview.net/forum?id=4NfRcEraCw,
H93qEYbhEG,Response to 8i99 - Response to Major Weaknesses,,2025,,https://openreview.net/forum?id=xjufT7vTnb,
jlPWcwnceV,Official Comment by Authors (2/3),,2024,,https://openreview.net/forum?id=QyNN5n37nK,
JscK8RmbQn,Response to Reviewer rfz8,,2024,,https://openreview.net/forum?id=fRmfDqZ2yq,
SOvKOruodn,Response to P1DW (2/3),,2024,,https://openreview.net/forum?id=L4uaAR4ArM,
EZlAQFVU0P,,,2023,,https://openreview.net/forum?id=Qn4HEhezKW,
Pm3hXvIyMN,,,2025,,https://openreview.net/forum?id=IaeZcYpRxD,
yd9UMIuydz,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
lgOuMYTfoI,,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
l6uUFUKWHw,iGRPO: Self‑Feedback–Driven LLM Reasoning,Ali Hatamizadeh; Shrimai Prabhumoye; Igor Gitman; Ximing Lu; Seungju Han; Wei Ping; Yejin Choi; Jan Kautz,2025,Submitted to ICLR 2026,https://openreview.net/forum?id=l6uUFUKWHw,"Large Language Models (LLMs) have demonstrated considerable promise in solving complex mathematical problems, yet they still fall short of producing fully accurate and consistent solutions. Reinforcement Learning (RL) has emerged as a powerful framework for aligning these models with task-specific rewards, thereby improving their overall quality and reliability. In particular, Group Relative Policy Optimization (GRPO) has emerged as an efficient, value-function-free alternative to Proximal Policy Optimization (PPO). In this paper, we introduce Iterative GRPO (iGRPO), a two-stage extension of GRPO that boosts performance by incorporating a self-feedback mechanism. Specifically, iGRPO first samples multiple candidate responses (self-feedback stage) and selects the highest-reward completion as feedback for the second stage (self-reflection stage). By conditioning the model on this top-performing draft, iGRPO effectively guides the policy to generate refined solutions surpassing the best first-stage candidates. Through systematic comparisons with GRPO across different base models (e.g., Nemotron-H-8B-Base-8K, DeepSeek-R1 Distilled), we extensively validate the effectiveness of iGRPO. In addition, further training the OpenReasoning-Nemotron-7B model with iGRPO algorithm results in new state-of-the-art benchmarks of 85.62\% and 79.64\% on AIME24 and AIME25, respectively. These results underscores the potential of iterative, self-feedback–driven RL approaches for advancing the reasoning performance."
sl9KRYzdig,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
AnZrLJi4Kk,,,2024,,https://openreview.net/forum?id=gdzpnRBP4F,
LGsX1dTfgK,,,2025,,https://openreview.net/forum?id=l6uUFUKWHw,
BVF3jGmbYu,Volcano: Mitigating Multimodal Hallucination through Self-Feedback Guided Revision,Seongyun Lee; Sue Hyun Park; Yongrae Jo; Minjoon Seo,2024,NAACL-HLT 2024,https://openreview.net/forum?id=BVF3jGmbYu,"Large multimodal models suffer from multimodal hallucination, where they provide incorrect responses misaligned with the given visual information. Recent works have conjectured that one of the reasons behind multimodal hallucination is due to the vision encoder failing to ground on the image properly. To mitigate this issue, we propose a novel approach that leverages self-feedback as visual cues. Building on this approach, we introduce Volcano, a multimodal self-feedback guided revision model. Volcano generates natural language feedback to its initial response based on the provided visual information and utilizes this feedback to self-revise its initial response. Volcano effectively reduces multimodal hallucination and achieves state-of-the-art on MMHal-Bench, POPE, and GAVIE. It also improves on general multimodal abilities and outperforms previous models on MM-Vet and MMBench. Through qualitative analysis, we show that Volcano’s feedback is properly grounded on the image than the initial response. This indicates that Volcano can provide itself with richer visual information through feedback generation, leading to self-correct hallucinations. We publicly release our model, data, and code at https://github.com/kaistAI/Volcanogithub.com/kaistAI/Volcano"
sDqucuuYQV,Volcano: Mitigating Multimodal Hallucination through Self-Feedback Guided Revision,Yongrae Jo; Seongyun Lee; Sue Hyun Park; Minjoon Seo,2025,NAACL 2024,https://openreview.net/forum?id=sDqucuuYQV,"Large multimodal models suffer from multimodal hallucination, where they provide incorrect responses misaligned with the given visual information. Recent works have conjectured that one of the reasons behind multimodal hallucination is due to the vision encoder failing to ground on the image properly. To mitigate this issue, we propose a novel approach that leverages self-feedback as visual cues. Building on this approach, we introduce Volcano, a multimodal self-feedback guided revision model. Volcano generates natural language feedback to its initial response based on the provided visual information and utilizes this feedback to self-revise its initial response. Volcano effectively reduces multimodal hallucination and achieves state-of-the-art on MMHal-Bench, POPE, and GAVIE. It also improves on general multimodal abilities and outperforms previous models on MM-Vet and MMBench. Through qualitative analysis, we show that Volcano's feedback is properly grounded on the image than the initial response. This indicates that Volcano can provide itself with richer visual information through feedback generation, leading to self-correct hallucinations."
NohzLY9KqA,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
4Amue7O5hC,,,2025,,https://openreview.net/forum?id=Xt6K4cw36l,
yoHgxmnvrT,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
L82r0RZOV1,Crystal: Introspective Reasoners Reinforced with Self-Feedback,Jiacheng Liu; Ramakanth Pasunuru; Hannaneh Hajishirzi; Yejin Choi; Asli Celikyilmaz,2023,EMNLP 2023,https://openreview.net/forum?id=L82r0RZOV1,"Extensive work has shown that the performance and interpretability of commonsense reasoning can be improved via knowledge-augmented reasoning methods, where the knowledge that underpins the reasoning process is explicitly verbalized and utilized. However, existing implementations, including “chain-of-thought” and its variants, fall short in capturing the *introspective* nature of knowledge required in commonsense reasoning, and in accounting for the mutual adaptation between the generation and utilization of knowledge. We propose a novel method to develop an introspective commonsense reasoner, **Crystal**. To tackle commonsense problems, it first introspects for knowledge statements related to the given question, and subsequently makes an informed prediction that is grounded in the previously introspected knowledge. The knowledge introspection and knowledge-grounded reasoning modes of the model are tuned via reinforcement learning to mutually adapt, where the reward derives from the feedback given by the model itself. Experiments show that Crystal significantly outperforms both the standard supervised finetuning and chain-of-thought distilled methods, and enhances the transparency of the commonsense reasoning process. Our work ultimately validates the feasibility and potential of reinforcing a neural model with self-feedback."
IZzZnp7IUs,Crystal: Introspective Reasoners Reinforced with Self-Feedback,Jiacheng Liu; Ramakanth Pasunuru; Hannaneh Hajishirzi; Yejin Choi; Asli Celikyilmaz,2023,EMNLP 2023 Main,https://openreview.net/forum?id=IZzZnp7IUs,"Extensive work has shown that the performance and interpretability of commonsense reasoning can be improved via knowledge-augmented reasoning methods, where the knowledge that underpins the reasoning process is explicitly verbalized and utilized. However, existing implementations, including ""chain-of-thought"" and its variants, fall short in capturing the *introspective* nature of knowledge required in commonsense reasoning, and in accounting for the mutual adaptation between the generation and utilization of knowledge. We propose a novel method to develop an introspective commonsense reasoner, **Crystal**. To tackle commonsense problems, it first introspects for knowledge statements related to the given question, and subsequently makes an informed prediction that is grounded in the previously introspected knowledge. The knowledge introspection and knowledge-grounded reasoning modes of the model are tuned via reinforcement learning to mutually adapt, where the reward derives from the feedback given by the model itself. Experiments show that Crystal significantly outperforms both the standard supervised finetuning and chain-of-thought distilled methods, and enhances the transparency of the commonsense reasoning process. Our work ultimately validates the feasibility and potential of reinforcing a neural model with self-feedback."
Qah0sOq8ig,,,2024,,https://openreview.net/forum?id=lOTfiKt4Gc,
ZNEJP4dwDD,RA-ISF: Learning to Answer and Understand from Retrieval Augmentation via Iterative Self-Feedback,Yanming Liu; Xinyue Peng; Xuhong Zhang; Weihao Liu; Jianwei Yin; Jiannan Cao; Tianyu Du,2024,ACL (Findings) 2024,https://openreview.net/forum?id=ZNEJP4dwDD,"Large language models (LLMs) demonstrate exceptional performance in numerous tasks but still heavily rely on knowledge stored in their parameters. Moreover, updating this knowledge incurs high training costs. Retrieval-augmented generation (RAG) methods address this issue by integrating external knowledge. The model can answer questions it couldn’t previously by retrieving knowledge relevant to the query. This approach improves performance in certain scenarios for specific tasks. However, if irrelevant texts are retrieved, it may impair model performance. In this paper, we propose Retrieval Augmented Iterative Self-Feedback (RA-ISF), a framework that iteratively decomposes tasks and processes them in three submodules to enhance the model’s problem-solving capabilities. Experiments show that our method outperforms existing benchmarks, performing well on models like GPT3.5, Llama2, significantly enhancing factual reasoning capabilities and reducing hallucinations."
JMV8FhRg3V,,,2024,,https://openreview.net/forum?id=gdzpnRBP4F,
GnqEPIhSef,,,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
5ar23lRLzW,,,2024,,https://openreview.net/forum?id=OHZO0Hdfo0,
9rPyHyjfwP,Domain-Agnostic Molecular Generation with Chemical Feedback,Yin Fang; Ningyu Zhang; Zhuo Chen; Lingbing Guo; Xiaohui Fan; Huajun Chen,2023,ICLR 2024 poster,https://openreview.net/forum?id=9rPyHyjfwP,"The generation of molecules with desired properties has become increasingly popular, revolutionizing the way scientists design molecular structures and providing valuable support for chemical and drug design. However, despite the potential of language models in molecule generation, they face challenges such as generating syntactically or chemically flawed molecules, having narrow domain focus, and struggling to create diverse and feasible molecules due to limited annotated data or external molecular databases.
To tackle these challenges, we introduce MolGen, a pre-trained molecular language model tailored specifically for molecule generation. Through the reconstruction of over 100 million molecular SELFIES, MolGen internalizes structural and grammatical insights. This is further enhanced by domain-agnostic molecular prefix tuning, fostering robust knowledge transfer across diverse domains. Importantly, our chemical feedback paradigm steers the model away from ""molecular hallucinations"", ensuring alignment between the model's estimated probabilities and real-world chemical preferences. Extensive experiments on well-known benchmarks underscore MolGen's optimization capabilities in properties such as penalized logP, QED, and molecular docking. Additional analyses confirm its proficiency in accurately capturing molecule distributions, discerning intricate structural patterns, and efficiently exploring the chemical space (https://github.com/zjunlp/MolGen)."
QmJQ41SQjm,,,2023,,https://openreview.net/forum?id=SBoRhRCzM3,
43rnkOcpI1,Self-Refine: Iterative Refinement with Self-Feedback,Aman Madaan; Niket Tandon; Prakhar Gupta; Skyler Hallinan; Luyu Gao; Sarah Wiegreffe; Uri Alon; Nouha Dziri; Shrimai Prabhumoye; Yiming Yang; Shashank Gupta; Bodhisattwa Prasad Majumder; Katherine Hermann; Sean Welleck; Amir Yazdanbakhsh; Peter Clark,2023,NeurIPS 2023,https://openreview.net/forum?id=43rnkOcpI1,"Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides *feedback* for its output and uses it to *refine* itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner and the feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by $\sim$20\% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test-time using our simple, standalone approach."
S37hOerQLB,Self-Refine: Iterative Refinement with Self-Feedback,Aman Madaan; Niket Tandon; Prakhar Gupta; Skyler Hallinan; Luyu Gao; Sarah Wiegreffe; Uri Alon; Nouha Dziri; Shrimai Prabhumoye; Yiming Yang; Shashank Gupta; Bodhisattwa Prasad Majumder; Katherine Hermann; Sean Welleck; Amir Yazdanbakhsh; Peter Clark,2023,NeurIPS 2023 poster,https://openreview.net/forum?id=S37hOerQLB,"Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides *feedback* for its output and uses it to *refine* itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner and the feedback provider.  We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by $\sim$20\% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test-time using our simple, standalone approach."
3uFr0WOIoq,,,2025,,https://openreview.net/forum?id=6bthH14pD8,
7h8HfcgxB0,,,2024,,https://openreview.net/forum?id=ZsxZ65YqL1,
BisQ9iXlbZ,,,2024,,https://openreview.net/forum?id=iplOFSOzS2,
52iUssW4M8,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
O8GnLHB817,,,2025,,https://openreview.net/forum?id=EY096v0Jmg,
Yx1GjggOeo,,,2023,,https://openreview.net/forum?id=9rPyHyjfwP,
KYuSyG1E8g,,,2025,,https://openreview.net/forum?id=8pkJD7KqIE,
byzHJQCWRL,,,2023,,https://openreview.net/forum?id=jHdz0CIS2y,
J0IYDJj4BG,Response to Reviewer ARUW (4/4),,2023,,https://openreview.net/forum?id=XD0PHQ5ry4,
